datasetid,keyword,weight
etablissements-artisanaux-actifs-au-31-12-2022,services,98
riife_sites,vae,98
riife_missions,vae,98
tap_nc,intitule rome,98
referentiel-douanier-tarif-douanier-positions-unhs4tab,unhstab,98
patrimoine-historique-et-culturel-de-la-province-sud,he,98
oblic-aleas-cotiers-potentiels,ea,98
eaux-provinciales,marin,98
eaux-provinciales,marines,98
mer-territoriale,marin,98
mer-territoriale,marines,98
captages-deau0,ca,98
captages-deau0,captage,98
captages-deau0,captages,98
cartographie-au-1100000,route,98
cartographie-au-1100000,routes,98
stations-rorc0,pl,98
stations-rorc0,plongee,98
stations-rorc0,plongees,98
sites,pl,98
sites,plongee,98
sites,plongees,98
stations-de-suivi-du-reseau-dobservation-des-recifs-coralliens-rorc,pl,98
stations-de-suivi-du-reseau-dobservation-des-recifs-coralliens-rorc,plongee,98
stations-de-suivi-du-reseau-dobservation-des-recifs-coralliens-rorc,plongees,98
limites-provinciales-en-mer,marin,98
limites-provinciales-en-mer,marines,98
limites-communales-en-mer,marin,98
limites-communales-en-mer,marines,98
oblic-sites-pilotes-du-reseau-de-suivi0,marin,98
oblic-sites-pilotes-du-reseau-de-suivi0,marines,98
geologie-au-150000eme-au-format-geodatabase,atu,98
geologie-au-150000eme-au-format-shape,atu,98
limite-des-200-miles-selon-unclos-convention-de-montego-bay,marin,98
limite-des-200-miles-selon-unclos-convention-de-montego-bay,marines,98
oblic-evolution-du-littoral-des-sites-cotiers0,marin,98
oblic-evolution-du-littoral-des-sites-cotiers0,marines,98
amenagements-cotiers,marin,98
amenagements-cotiers,marines,98
oblic-evolution-du-littoral-des-ilots0,marin,98
oblic-evolution-du-littoral-des-ilots0,marines,98
points-dobservation0,marin,98
points-dobservation0,marines,98
eaux-interieures-de-nouvelle-caledonie,marin,98
eaux-interieures-de-nouvelle-caledonie,marines,98
eaux-territoriales-provinciales,marin,98
eaux-territoriales-provinciales,marines,98
eaux-interieures-provinciales,marin,98
eaux-interieures-provinciales,marines,98
oblic-evolution-du-littoral-de-noumea0,marin,98
oblic-evolution-du-littoral-de-noumea0,marines,98
modele-numerique-de-terrain-marin-shom-a-100-metres-nm0,or,98
modele-numerique-de-terrain-marin-shom-a-100-metres-pbma-0,or,98
points-definissant-les-lignes-de-base,marin,98
points-definissant-les-lignes-de-base,marines,98
frontieres-resultant-daccords-bilateraux,marin,98
frontieres-resultant-daccords-bilateraux,marines,98
emprise-de-la-zee,marin,98
emprise-de-la-zee,marines,98
eaux-territoriales-de-nouvelle-caledonie,marin,98
eaux-territoriales-de-nouvelle-caledonie,marines,98
lignes-de-base-droites,marin,98
lignes-de-base-droites,marines,98
captages-deau-prives-autorises0,ca,98
captages-deau-prives-autorises0,captage,98
captages-deau-prives-autorises0,captages,98
captages-eau-aep-alimentation-eau-potable0,ca,98
captages-eau-aep-alimentation-eau-potable0,captage,98
captages-eau-aep-alimentation-eau-potable0,captages,98
limites-administratives-marines,marin,98
limites-administratives-marines,marines,98
cote-potentiellement-soumise-a-lalea-mouvement-de-terrain,ea,98
cote-potentiellement-soumise-a-lalea-erosion,ea,98
limites-revendiquees,marin,98
limites-revendiquees,marines,98
zone-contigue,marin,98
zone-contigue,marines,98
evolution-temporelle-du-littoral,marin,98
evolution-temporelle-du-littoral,marines,98
emprises-des-sites-pilotes,marin,98
emprises-des-sites-pilotes,marines,98
plateforme-recifale-des-ilots,marin,98
plateforme-recifale-des-ilots,marines,98
beachrock-des-ilots,marin,98
beachrock-des-ilots,marines,98
evolution-du-trait-de-cote-des-ilots,marin,98
evolution-du-trait-de-cote-des-ilots,marines,98
tendance-evolutive-actuelle-des-ilots,marin,98
tendance-evolutive-actuelle-des-ilots,marines,98
vitesse-devolution-des-ilots,marin,98
vitesse-devolution-des-ilots,marines,98
evolution-des-surfaces-du-littoral-de-lanse-vata,marin,98
evolution-des-surfaces-du-littoral-de-lanse-vata,marines,98
evolution-des-surfaces-des-ilots,marin,98
evolution-des-surfaces-des-ilots,marines,98
element-morphologique-des-ilots,marin,98
element-morphologique-des-ilots,marines,98
tendance-evolutive-actuelle-du-littoral,marin,98
tendance-evolutive-actuelle-du-littoral,marines,98
vitesse-devolution-du-littoral,marin,98
vitesse-devolution-du-littoral,marines,98
vitesse-devolution-du-littoral-de-lanse-vata,marin,98
vitesse-devolution-du-littoral-de-lanse-vata,marines,98
contraintes-de-circulation,port,98
contraintes-de-circulation,portiques,98
evolution-des-surfaces-du-littoral,marin,98
evolution-des-surfaces-du-littoral,marines,98
occupation-du-sol-du-littoral,marin,98
occupation-du-sol-du-littoral,marines,98
typologie-du-littoral,marin,98
typologie-du-littoral,marines,98
cote-potentiellement-soumise-a-lalea-submersion-marine,ea,98
installations-classees-pour-lenvironnement-de-nouvelle-caledonie-icpe,chronique,98
installations-classees-pour-lenvironnement-de-nouvelle-caledonie-icpe,chroniques,98
trait-de-cote,marin,98
trait-de-cote,marines,98
recensement-de-la-population-2019-individus-nc,ed,97
bsa-2015,ivg,97
consommation-menages-2012,culture,97
effectifs_eleves_pre_bac_par_lycee,specialite,97
referentiel-douanier-tarif-douanier-sections-unhs1tab,unhstab,97
douanes-decisions-classement-tarifaire-d40,enseignement,97
referentiel-douanier-tarif-douanier-chapitres-unhs2tab,ab,97
covid-19-centres-depistage-et-vaccination,ne,97
atlas-equipements-publics-serail,bibliotheque,97
icpe-province-sud,securite,97
vegetation-des-iles-eloignees,vegetal,97
vegetation-des-iles-eloignees,vegetale,97
vegetation-des-iles-eloignees,vegetales,97
geologie-au-150000eme-au-format-geodatabase,nature,97
geologie-au-150000eme-au-format-geodatabase,naturels,97
geologie-au-150000eme-au-format-shape,nature,97
geologie-au-150000eme-au-format-shape,naturels,97
reserves-du-parc-naturel-de-la-mer-de-corail,surprise,97
base-de-donnees-routieres-bdroute-nc-au-format-geodatabase,denomination,97
base-de-donnees-routieres-bdroute-nc-au-format-geodatabase,denominations,97
limites-du-parc-naturel-de-la-mer-de-corail,surprise,97
aires-protegees-du-gouvernement-de-la-nouvelle-caledonie,surprise,97
toponymes0,ac,97
indices-de-vulnerabilites,ac,97
foret-seche,ac,97
connectivite-a-courte-distance,ac,97
unites-paysageres-fonctionnelles,ac,97
zone-de-vigilance,ac,97
connectivite-a-moyenne-distance,ac,97
aire-dorigine-presumee,ac,97
effectifs_par_ecole,elementaire,96
aires-protegees-en-province-nord,provincial,96
douanes-decisions-classement-tarifaire-d40,renseignement,96
oblic-aleas-cotiers-potentiels,alea,96
oblic-aleas-cotiers-potentiels,aleas,96
oblic-aleas-cotiers-potentiels,aleas cotiers,96
limites-de-lespace-maritime,ign,96
usines-metallurgiques0,cf,96
delimitation-de-lespace-maritime,ign,96
exploitation-miniere,cf,96
centres-miniers0,cf,96
recifs-eloignes,ign,96
terres-emergees,ign,96
geologie-au-1200000eme-au-format-geodatabase,massifs,96
cadastre-minier0,mineurs,96
geologie-au-1200000eme-au-format-shape,massifs,96
reserves-techniques-provinciales0,mineurs,96
zones-cles-de-biodiversite-kba-key-biodiversity-areas,da,96
geologie-au-11000000eme-au-format-shape,massifs,96
geologie-au-11000000eme-au-format-geodatabase0,massifs,96
antennes-medico-psychologiques-du-chs-et-permanences-decoute-psychologique,soutiens,96
bdchantier-nc-au-format-geodatabase,aa,96
permis-de-recherches-miniers0,mineurs,96
titres-miniers-echus0,mineurs,96
cote-potentiellement-soumise-a-lalea-mouvement-de-terrain,alea,96
cote-potentiellement-soumise-a-lalea-mouvement-de-terrain,aleas,96
cote-potentiellement-soumise-a-lalea-mouvement-de-terrain,aleas cotiers,96
cote-potentiellement-soumise-a-lalea-erosion,alea,96
cote-potentiellement-soumise-a-lalea-erosion,aleas,96
cote-potentiellement-soumise-a-lalea-erosion,aleas cotiers,96
oblic-typologie-du-littoral,submersions marine,96
oblic-typologie-du-littoral,submersions marines,96
schema-directeur-de-lhydrographie,gop,96
oblic-sensibilite-morpho-sedimentaire-esi-du-littoral0,submersions marine,96
oblic-sensibilite-morpho-sedimentaire-esi-du-littoral0,submersions marines,96
bdloc-nc-referentiel-des-donnees-publiques-localisees0,sanitaire,96
cote-potentiellement-soumise-a-lalea-submersion-marine,alea,96
cote-potentiellement-soumise-a-lalea-submersion-marine,aleas,96
cote-potentiellement-soumise-a-lalea-submersion-marine,aleas cotiers,96
concessions-minieres0,mineurs,96
zones-cles-de-biodiversite-terrestres,da,96
zones-cles-de-biodiversite-marines,da,96
zones-cles-de-biodiversite-cotieres,da,96
bornes-de-recharge-pour-vehicules-electriques0,he,96
reussite_baccalaureat,scolaire,96
effectifs_eleves_par_college,sixieme,96
bsj-2019,douleur,95
riife_structures,ha,95
riife_structures,handicap,95
referentiel-des-immeubles-localises-refil,or,95
referentiel-douanier-tarif-douanier-positions-unhs4tab,ab,95
patrimoine-historique-et-culturel-de-la-province-sud,archeologique,95
vestiges-ruines-industrielles-et-sites-archeologiques,environnement,95
vestiges-ruines-industrielles-et-sites-archeologiques,environnements,95
oblic-suivi-morpho-sedimentaire-du-littoral0,risques naturels,95
profils,risques naturels,95
zones-especes-envahissantes,environnement,95
zones-especes-envahissantes,environnements,95
transects-tortues-vertes,environnement,95
transects-tortues-vertes,environnements,95
catalogue-outils-sensibilisation-eau,poi,95
catalogue-outils-sensibilisation-eau,poisson,95
cartographie-au-1500000,50000,95
cartographie-au-1500000,500000,95
carroyage-dfci-defense-de-la-foret-contre-les-incendies-au-format-geodatabase0,ec,95
references-hydrographiques,bassins,95
references-hydrographiques,bassins versants,95
cadres-irh-inventaire-des-ressources-hydrauliques0,bassins,95
cadres-irh-inventaire-des-ressources-hydrauliques0,bassins versants,95
massifs-de-peridotites,ca,95
prelevements-marins,marin,95
prelevements-marins,marins,95
sites-dinteret-de-lespace-maritime,environnement,95
sites-dinteret-de-lespace-maritime,environnements,95
perimetre-ramsar,gr,95
perimetre-ramsar,grand sud,95
carte-structurale-du-sud-ouest-pacifique,pl,95
carte-structurale-du-sud-ouest-pacifique,plateaux,95
accidents,pl,95
accidents,plateaux,95
regions-hydrographiques0,bassins,95
regions-hydrographiques0,bassins versants,95
her-hydroecoregions0,bassins,95
her-hydroecoregions0,bassins versants,95
points-de-reference,risques naturels,95
toponymes-massifs-de-peridotites-au-1000000,ca,95
toponymes-massifs-de-peridotites-au-50000,ca,95
massifs-de-peridotites-au-1000000,ca,95
massifs-de-peridotites-au-50000,ca,95
provinces-structurales-nature,pl,95
provinces-structurales-nature,plateaux,95
provinces-structurales-age,pl,95
provinces-structurales-age,plateaux,95
especes-caracteristiques-tortues-oiseaux-communautes-sous-marines,environnement,95
especes-caracteristiques-tortues-oiseaux-communautes-sous-marines,environnements,95
stations-subaquatiques-par-methode,environnement,95
stations-subaquatiques-par-methode,environnements,95
trait-de-cote0,pl,95
trait-de-cote0,plateaux,95
categories-de-navigation-professionnelle-maritime0,hc,95
voie-kone,kone,95
reussite_brevet_par_college,ad,94
reussite_brevet_par_college,admis,94
recensement-de-la-population-2019-individus-nc,ca,94
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,ec,94
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,ec,94
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,ec,94
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,ec,94
aires-protegees-en-province-sud,systeme,94
equipement-commercial-grand-noumea,ga,94
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,ec,94
referentiel-douanier-tarif-douanier-sections-unhs1tab,ab,94
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,ec,94
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,ec,94
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,ec,94
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,ec,94
modele-numerique-de-terrain-marin-de-la-zee-a-500-metres,elevation,94
zones-cles-de-biodiversite-kba-key-biodiversity-areas,endangered species,94
limites-des-chantiers-dorthophotographies-bdchantier-nc0,ec,94
toponymes0,menace,94
toponymes0,menaces,94
indices-de-vulnerabilites,menace,94
indices-de-vulnerabilites,menaces,94
foret-seche,menace,94
foret-seche,menaces,94
connectivite-a-courte-distance,menace,94
connectivite-a-courte-distance,menaces,94
unites-paysageres-fonctionnelles,menace,94
unites-paysageres-fonctionnelles,menaces,94
zone-de-vigilance,menace,94
zone-de-vigilance,menaces,94
connectivite-a-moyenne-distance,menace,94
connectivite-a-moyenne-distance,menaces,94
aire-dorigine-presumee,menace,94
aire-dorigine-presumee,menaces,94
zones-cles-de-biodiversite-terrestres,endangered species,94
zones-cles-de-biodiversite-marines,endangered species,94
zones-cles-de-biodiversite-cotieres,endangered species,94
dispositifs-dacces-aux-droits-et-daide-aux-victimes,ac,94
dispositifs-dacces-aux-droits-et-daide-aux-victimes,action,94
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,ec,94
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,ec,94
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,ec,94
prix-des-produits-alimentaires-en-2013-pacific-dataviz-challenge,sector,93
autorisations_importations_inspection_pharmacie_depuis_2008,pl,93
reussite_voie_professionnelle,or,93
prix-des-produits-alimentaires-en-2015-pacific-dataviz-challenge,sector,93
consommation-de-combustibles-depuis-2009,lubrifiant,93
prix-des-produits-alimentaires-en-2014-pacific-dataviz-challenge,sector,93
effectifs_par_ecole,ms,93
prix-des-produits-alimentaires-en-2018-pacific-dataviz-challenge,sector,93
prix-des-produits-alimentaires-en-2016-pacific-dataviz-challenge,sector,93
prix-des-produits-alimentaires-en-2021-pacific-dataviz-challenge,sector,93
prix-des-produits-alimentaires-en-2017-pacific-dataviz-challenge,sector,93
depistage_crc,gr,93
prix-des-produits-alimentaires-en-2019-pacific-dataviz-challenge,sector,93
prix-des-produits-alimentaires-en-2020-pacific-dataviz-challenge,sector,93
limites-de-lespace-maritime,eloignees,93
delimitation-de-lespace-maritime,eloignees,93
carte-topographique-au-110000,fonds,93
recifs-eloignes,eloignees,93
terres-emergees,eloignees,93
stations-rorc0,ne,93
sites,ne,93
reglementation-de-lespace-maritime,environnement,93
reglementation-de-lespace-maritime,environnements,93
stations-de-suivi-du-reseau-dobservation-des-recifs-coralliens-rorc,ne,93
modele-numerique-de-terrain-marin-shom-a-100-metres-nm0,age,93
modele-numerique-de-terrain-marin-shom-a-100-metres-pbma-0,age,93
geomorphologie-des-recifs0,typologie,93
geomorphologie-des-recifs0,typologies,93
pluviometrie,climat,93
pluviometrie,climats,93
schema-directeur-de-lhydrographie,nc,93
alea-amiante-environnemental,fibres,93
bdadmin-nc-au-format-geodatabase,fc,93
protection-des-cetaces-tortues-et-requins,environnement,93
protection-des-cetaces-tortues-et-requins,environnements,93
politiques-des-peches,environnement,93
politiques-des-peches,environnements,93
prix-des-produits-alimentaires-en-2023-pacific-dataviz-challenge,sector,93
prix-des-produits-alimentaires-en-2022-pacific-dataviz-challenge,sector,93
prix-des-produits-alimentaires-en-2012-pacific-dataviz-challenge,sector,93
entreprises_aemporter_clickandcollect_livraison,covid,93
entreprises_aemporter_clickandcollect_livraison,covid-19,93
reussite_voie_professionnelle,formation,92
reussite_voie_professionnelle,formation professionnelle,92
equipement-commercial-grand-noumea,magasin,92
depistage_crc,ogr,92
aires-protegees-en-province-nord,age,92
douanes-decisions-classement-tarifaire-d40,d40,92
covid-19-centres-depistage-et-vaccination,vacciner,92
atlas-equipements-publics-serail,aire,92
oblic-aleas-cotiers-potentiels,ne,92
centres-medicaux-sociaux-et-ccas,infirmeries,92
fiches-impression-a3,ad,92
carroyage-dfci-defense-de-la-foret-contre-les-incendies,ad,92
dfci-a-100km,ad,92
dfci-a-20km0,ad,92
dfci-a-2km0,ad,92
carroyage-dfci-defense-de-la-foret-contre-les-incendies-au-format-geodatabase0,detection,92
carroyage-dfci-defense-de-la-foret-contre-les-incendies-au-format-geodatabase0,detections,92
cartographie-au-150000,raster,92
reseau-de-stations-meteorologiques-de-meteo-france,ga,92
cote-potentiellement-soumise-a-lalea-mouvement-de-terrain,ne,92
cote-potentiellement-soumise-a-lalea-erosion,ne,92
zones-minieres-interdites0,interdites,92
contraintes-de-circulation,pont,92
contraintes-de-circulation,ponts,92
cote-potentiellement-soumise-a-lalea-submersion-marine,ne,92
oblic-classification-de-levolution-du-trait-de-cote-des-sites-cotiers,cotier,92
oblic-classification-de-levolution-du-trait-de-cote-des-sites-cotiers,cotiers,92
limites-des-chantiers-de-cartographie-numerique-bdchantier-nc,photo,92
limites-des-chantiers-de-cartographie-numerique-bdchantier-nc,photographie,92
autorisations_importations_inspection_pharmacie_depuis_2008,implant,91
aires-protegees-en-province-sud,ec,91
aires-protegees-en-province-sud,eco,91
aires-protegees-en-province-sud,ecosysteme,91
bsj-2019,ca,91
riife_sites,tri,91
riife_missions,tri,91
referentiel-douanier-tarif-douanier-chapitres-unhs2tab,unhs2tab,91
debits-caracteristiques-detiage-etude-2016,mesures,91
navigations-des-campagnes-sismiques,bj,91
cartographie-au-1100000,raster,91
geoide-de-nouvelle-caledonie,moissonnagegeorep,91
stations-rorc0,apnees,91
sites,apnees,91
stations-de-suivi-du-reseau-dobservation-des-recifs-coralliens-rorc,apnees,91
perimetre-ramsar,sud,91
perimetres-de-protection-des-eaux,potabilisables,91
bassins-versants-dce,mesures,91
stations-jaugeages-dce,mesures,91
bdphoto-nc0,plans,91
bdphoto-nc0,plans de vols,91
centres-de-photographies-aeriennes-bdphoto-nc,plans,91
centres-de-photographies-aeriennes-bdphoto-nc,plans de vols,91
emprises-de-photographies-bdphoto-nc,plans,91
emprises-de-photographies-bdphoto-nc,plans de vols,91
axes-de-vol-bdphoto-nc,plans,91
axes-de-vol-bdphoto-nc,plans de vols,91
emprises-de-missions-bdphoto-nc,plans,91
emprises-de-missions-bdphoto-nc,plans de vols,91
denomination-des-zones-baties0,lieux-dits,91
limites-des-zones-baties0,lieux-dits,91
profils-sismiques-reflexion-bdd-tasman-frontier,bj,91
schema-directeur-de-lhydrographie,bh,91
schema-directeur-de-lhydrographie,bhnc,91
profils-sismiques-refraction-nc,bj,91
profils-sismiques-reflexion-nc,bj,91
etude-bv-aep-regulation-especes-envahissantes-etude-ci-2013-2016,potabilisables,91
perimetres-de-protection-des-eaux0,potabilisables,91
cellules-sedimentaires-tous-niveaux,nouvelle-caledonie,91
cellules-sedimentaires-de-niveau-3,nouvelle-caledonie,91
cellules-sedimentaires-de-niveau-2,nouvelle-caledonie,91
cellules-sedimentaires-de-niveau-1,nouvelle-caledonie,91
chenaux-du-lagon,nouvelle-caledonie,91
apports-sedimentaires-continentaux,nouvelle-caledonie,91
oblic-cellules-hydrosedimentaires-de-nouvelle-caledonie,nouvelle-caledonie,91
localites-et-zones-baties0,lieux-dits,91
denomination-des-voies-bdroute-nc,ha,91
effectifs_eleves_par_college,ulis,91
consommation-menages-2012,maison,90
etablissements_enseignement_premier_second_degre,maternelle,90
voie-paita,voie,90
voie-kaala-gomen,voie,90
communes-nc,province sud,90
voie-dumbea,voie,90
vestiges-ruines-industrielles-et-sites-archeologiques,ne,90
zones-especes-envahissantes,ne,90
transects-tortues-vertes,ne,90
icpe-province-sud,risque,90
fiches-impression-a3,quadrillages,90
carroyage-dfci-defense-de-la-foret-contre-les-incendies,quadrillages,90
eaux-provinciales,limite,90
eaux-provinciales,limites,90
eaux-provinciales,limites marines,90
mer-territoriale,limite,90
mer-territoriale,limites,90
mer-territoriale,limites marines,90
dfci-a-100km,quadrillages,90
dfci-a-20km0,quadrillages,90
dfci-a-2km0,quadrillages,90
reserves-metallurgiques,gie,90
imagerie-acoustique-de-nouvelle-caledonie,or,90
prelevements-marins,gie,90
limites-provinciales-en-mer,limite,90
limites-provinciales-en-mer,limites,90
limites-provinciales-en-mer,limites marines,90
limites-communales-en-mer,limite,90
limites-communales-en-mer,limites,90
limites-communales-en-mer,limites marines,90
sites-dinteret-de-lespace-maritime,ne,90
limite-des-200-miles-selon-unclos-convention-de-montego-bay,limite,90
limite-des-200-miles-selon-unclos-convention-de-montego-bay,limites,90
limite-des-200-miles-selon-unclos-convention-de-montego-bay,limites marines,90
eaux-interieures-de-nouvelle-caledonie,limite,90
eaux-interieures-de-nouvelle-caledonie,limites,90
eaux-interieures-de-nouvelle-caledonie,limites marines,90
eaux-territoriales-provinciales,limite,90
eaux-territoriales-provinciales,limites,90
eaux-territoriales-provinciales,limites marines,90
eaux-interieures-provinciales,limite,90
eaux-interieures-provinciales,limites,90
eaux-interieures-provinciales,limites marines,90
points-definissant-les-lignes-de-base,limite,90
points-definissant-les-lignes-de-base,limites,90
points-definissant-les-lignes-de-base,limites marines,90
modele-numerique-de-terrain-bdalti-nc,ka,90
frontieres-resultant-daccords-bilateraux,limite,90
frontieres-resultant-daccords-bilateraux,limites,90
frontieres-resultant-daccords-bilateraux,limites marines,90
emprise-de-la-zee,limite,90
emprise-de-la-zee,limites,90
emprise-de-la-zee,limites marines,90
eaux-territoriales-de-nouvelle-caledonie,limite,90
eaux-territoriales-de-nouvelle-caledonie,limites,90
eaux-territoriales-de-nouvelle-caledonie,limites marines,90
lignes-de-base-droites,limite,90
lignes-de-base-droites,limites,90
lignes-de-base-droites,limites marines,90
limites-administratives-marines,limite,90
limites-administratives-marines,limites,90
limites-administratives-marines,limites marines,90
limites-revendiquees,limite,90
limites-revendiquees,limites,90
limites-revendiquees,limites marines,90
zone-contigue,limite,90
zone-contigue,limites,90
zone-contigue,limites marines,90
installations-classees-pour-lenvironnement-de-nouvelle-caledonie-icpe,risque,90
installations-classees-pour-lenvironnement-de-nouvelle-caledonie-icpe,risques,90
especes-caracteristiques-tortues-oiseaux-communautes-sous-marines,ne,90
stations-subaquatiques-par-methode,ne,90
dispositifs-dacces-aux-droits-et-daide-aux-victimes,infractions,90
pacificdatavizchallenge_fruits_et_legumes_regroupement1,fruit grower,90
pacificdatavizchallenge_fruits_et_legumes_regroupement2,fruit grower,90
voie-kone,voie,90
entreprises_aemporter_clickandcollect_livraison,ne,90
voie-montdore,voie,90
voie-pouembout,voie,90
reussite_brevet_par_college,aire,89
depistage_crc,ec,89
depistage_crc,echographie,89
referentiel-douanier-tarif-douanier-codes-sh-unhs6tab,unhstab,89
referentiel-douanier-tarif-douanier-compilation,unhstab,89
referentiel-des-immeubles-localises-refil,mont-dore,89
tap_nc,or,89
referentiel-douanier-tarif-douanier-positions-unhs4tab,unhs4tab,89
limnimetres0,ha,89
limnimetres0,hauteurs,89
cartographie-au-1500000,pl,89
cartographie-au-1500000,plans,89
hydrometrie,ha,89
hydrometrie,hauteurs,89
oblic-sites-pilotes-du-reseau-de-suivi0,mers,89
geologie-au-150000eme-au-format-geodatabase,risque,89
geologie-au-150000eme-au-format-geodatabase,risques,89
geologie-au-150000eme-au-format-shape,risque,89
geologie-au-150000eme-au-format-shape,risques,89
oblic-evolution-du-littoral-des-sites-cotiers0,mers,89
amenagements-cotiers,mers,89
oblic-evolution-du-littoral-des-ilots0,mers,89
points-dobservation0,mers,89
oblic-evolution-du-littoral-de-noumea0,mers,89
stations-de-jaugeages0,ha,89
stations-de-jaugeages0,hauteurs,89
bassins-versants-limnimetres0,ha,89
bassins-versants-limnimetres0,hauteurs,89
evolution-temporelle-du-littoral,mers,89
emprises-des-sites-pilotes,mers,89
plateforme-recifale-des-ilots,mers,89
beachrock-des-ilots,mers,89
evolution-du-trait-de-cote-des-ilots,mers,89
tendance-evolutive-actuelle-des-ilots,mers,89
vitesse-devolution-des-ilots,mers,89
evolution-des-surfaces-du-littoral-de-lanse-vata,mers,89
evolution-des-surfaces-des-ilots,mers,89
element-morphologique-des-ilots,mers,89
tendance-evolutive-actuelle-du-littoral,mers,89
vitesse-devolution-du-littoral,mers,89
vitesse-devolution-du-littoral-de-lanse-vata,mers,89
evolution-des-surfaces-du-littoral,mers,89
occupation-du-sol-du-littoral,mers,89
typologie-du-littoral,mers,89
comptage-trafic-routier,or,89
alea-amiante-environnemental,ea,89
categories-de-navigation-professionnelle-maritime0,ab,89
categories-de-navigation-professionnelle-maritime0,abris,89
reperes-de-plus-hautes-eaux,ha,89
reperes-de-plus-hautes-eaux,hauteurs,89
trait-de-cote,mers,89
adresse-kone,kone,89
reussite_brevet_par_college,da,88
bsa-2015,cannabis,88
equipement-commercial-grand-noumea,naf,88
referentiel-douanier-tarif-douanier-sections-unhs1tab,unhs1tab,88
aires-protegees-en-province-nord,sauvage,88
tap_nc,formation,88
patrimoine-historique-et-culturel-de-la-province-sud,ec,88
atlas-equipements-publics-serail,scolaire,88
vestiges-ruines-industrielles-et-sites-archeologiques,ign,88
oblic-aleas-cotiers-potentiels,marin,88
oblic-aleas-cotiers-potentiels,marines,88
zones-especes-envahissantes,ign,88
transects-tortues-vertes,ign,88
limites-de-lespace-maritime,iles,88
limites-de-lespace-maritime,iles eloignees,88
usines-metallurgiques0,nickel,88
usines-metallurgiques0,nickels,88
modele-numerique-de-terrain-marin-de-la-zee-a-500-metres,pente,88
delimitation-de-lespace-maritime,iles,88
delimitation-de-lespace-maritime,iles eloignees,88
exploitation-miniere,nickel,88
exploitation-miniere,nickels,88
centres-miniers0,nickel,88
centres-miniers0,nickels,88
bathymetrie-isobathes-zee,profondeur,88
bathymetrie-isobathes-zee,profondeurs,88
recifs-eloignes,iles,88
recifs-eloignes,iles eloignees,88
terres-emergees,iles,88
terres-emergees,iles eloignees,88
geoide-de-nouvelle-caledonie,bj,88
geologie-au-1200000eme-au-format-geodatabase,atu,88
sites-dinteret-de-lespace-maritime,ign,88
geologie-au-1200000eme-au-format-shape,atu,88
isobathe-500-metres-interprete,profondeur,88
isobathe-500-metres-interprete,profondeurs,88
isobathes-de-la-zee-equidistance-1000metres,profondeur,88
isobathes-de-la-zee-equidistance-1000metres,profondeurs,88
isobathe-1000-metres-interprete,profondeur,88
isobathe-1000-metres-interprete,profondeurs,88
isobathe-100-metres-interprete,profondeur,88
isobathe-100-metres-interprete,profondeurs,88
base-de-donnees-routieres-bdroute-nc-au-format-geodatabase,routiers,88
geologie-au-11000000eme-au-format-shape,atu,88
isobathes-de-la-zee-equidistance-200metres,profondeur,88
isobathes-de-la-zee-equidistance-200metres,profondeurs,88
geologie-au-11000000eme-au-format-geodatabase0,atu,88
piezometres0,conductivite,88
piezometres0,conductivites,88
base-de-donnees-cycloniques0,ga,88
cote-potentiellement-soumise-a-lalea-mouvement-de-terrain,marin,88
cote-potentiellement-soumise-a-lalea-mouvement-de-terrain,marines,88
cote-potentiellement-soumise-a-lalea-erosion,marin,88
cote-potentiellement-soumise-a-lalea-erosion,marines,88
cote-potentiellement-soumise-a-lalea-submersion-marine,marin,88
cote-potentiellement-soumise-a-lalea-submersion-marine,marines,88
especes-caracteristiques-tortues-oiseaux-communautes-sous-marines,ign,88
stations-subaquatiques-par-methode,ign,88
historique-des-trajectoires,ga,88
historique-des-positions,ga,88
entreprises_aemporter_clickandcollect_livraison,ign,88
etablissements-artisanaux-actifs-au-31-12-2021,product,87
etablissements-artisanaux-actifs-au-31-12-2021,production,87
exportation-metallurgique-depuis-1990,or,87
etablissements-artisanaux-actifs-au-31-12-2019,product,87
etablissements-artisanaux-actifs-au-31-12-2019,production,87
consommation-menages-2012,ne,87
effectifs_eleves_pre_bac_par_lycee,terminale,87
prix-des-energies-depuis-2009,moyenne tension,87
etablissements-artisanaux-actifs-au-31-12-2020,product,87
etablissements-artisanaux-actifs-au-31-12-2020,production,87
etablissements-artisanaux-actifs-au-31-12-2022,product,87
etablissements-artisanaux-actifs-au-31-12-2022,production,87
riife_sites,illetrisme,87
riife_missions,illetrisme,87
stagiaires_fpc,pl,87
catalogue-outils-sensibilisation-eau,he,87
limite-domaine-public-fluvial-mer,fleuve,87
carte-topographique-au-110000,dittt,87
